Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2421536,-,-,-,30.61,47.74,0,3,3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Wind Speed,
2017,1,2,23,30,11,0,0,0,4.800000000000001,N/A
2017,1,3,0,30,10.4,0,0,0,4.800000000000001,N/A
2017,1,3,1,30,9.8,0,0,0,4.6000000000000005,N/A
2017,1,3,2,30,9.1,0,0,0,4.4,N/A
2017,1,3,3,30,8.700000000000001,0,0,0,4.6000000000000005,N/A
2017,1,3,4,30,9.700000000000001,56,156,76,4.800000000000001,N/A
2017,1,3,5,30,12.3,116,442,250,5,N/A
2017,1,3,6,30,15.9,137,632,419,5.6000000000000005,N/A
2017,1,3,7,30,18.5,157,696,536,5.800000000000001,N/A
2017,1,3,8,30,19.6,169,710,590,5.7,N/A
2017,1,3,9,30,20,141,780,599,5.800000000000001,N/A
2017,1,3,10,30,19.700000000000003,142,722,523,5.800000000000001,N/A
2017,1,3,11,30,19,126,632,391,5.6000000000000005,N/A
2017,1,3,12,30,17.1,95,468,221,4.5,N/A
2017,1,3,13,30,14.600000000000001,37,151,50,3.3000000000000003,N/A
2017,1,3,14,30,12.9,0,0,0,3.2,N/A
2017,1,3,15,30,11.9,0,0,0,3.4000000000000004,N/A
2017,1,3,16,30,10.9,0,0,0,3.3000000000000003,N/A
2017,1,3,17,30,10,0,0,0,3.3000000000000003,N/A
2017,1,3,18,30,9.3,0,0,0,3.3000000000000003,N/A
2017,1,3,19,30,8.6,0,0,0,3.3000000000000003,N/A
2017,1,3,20,30,8,0,0,0,3.3000000000000003,N/A
2017,1,3,21,30,7.4,0,0,0,3.3000000000000003,N/A
2017,1,3,22,30,6.9,0,0,0,3.4000000000000004,N/A
2017,1,3,23,30,6.7,0,0,0,3.4000000000000004,N/A
2017,1,4,0,30,6.1000000000000005,0,0,0,3.4000000000000004,N/A
2017,1,4,1,30,5.7,0,0,0,3.4000000000000004,N/A
2017,1,4,2,30,5.300000000000001,0,0,0,3.3000000000000003,N/A
2017,1,4,3,30,5.5,0,0,0,3.7,N/A
2017,1,4,4,30,7.1000000000000005,49,303,88,4.1000000000000005,N/A
2017,1,4,5,30,10,90,587,269,4.2,N/A
2017,1,4,6,30,13.600000000000001,196,128,253,4.7,N/A
2017,1,4,7,30,16,136,750,545,4.9,N/A
2017,1,4,8,30,17.2,153,744,594,4.7,N/A
2017,1,4,9,30,17.8,137,773,592,4.800000000000001,N/A
2017,1,4,10,30,18,148,682,509,4.800000000000001,N/A
2017,1,4,11,30,17.6,180,197,263,4.6000000000000005,N/A
2017,1,4,12,30,16.2,73,0,73,3.6,N/A
2017,1,4,13,30,14.200000000000001,36,82,43,2.6,N/A
2017,1,4,14,30,13.200000000000001,0,0,0,2.8000000000000003,N/A
2017,1,4,15,30,12.8,0,0,0,3.4000000000000004,N/A
2017,1,4,16,30,12.200000000000001,0,0,0,3.9000000000000004,N/A
2017,1,4,17,30,11.3,0,0,0,4.1000000000000005,N/A
2017,1,4,18,30,10.3,0,0,0,4.1000000000000005,N/A
2017,1,4,19,30,9.3,0,0,0,4,N/A
2017,1,4,20,30,8.4,0,0,0,3.9000000000000004,N/A
2017,1,4,21,30,7.7,0,0,0,3.8000000000000003,N/A
2017,1,4,22,30,7.2,0,0,0,3.9000000000000004,N/A
2017,1,4,23,30,6.9,0,0,0,4,N/A
2017,1,5,0,30,6.300000000000001,0,0,0,4.2,N/A
2017,1,5,1,30,6,0,0,0,4.2,N/A
2017,1,5,2,30,5.6000000000000005,0,0,0,4.3,N/A
2017,1,5,3,30,5.9,0,0,0,4.9,N/A
2017,1,5,4,30,7.4,45,388,95,5.4,N/A
2017,1,5,5,30,10.5,79,671,283,6.1000000000000005,N/A
2017,1,5,6,30,13.8,97,801,455,7,N/A
2017,1,5,7,30,16.1,122,816,568,7.1000000000000005,N/A
2017,1,5,8,30,17.6,142,801,619,6.9,N/A
2017,1,5,9,30,18.5,140,802,613,6.7,N/A
2017,1,5,10,30,18.7,147,718,529,6.6000000000000005,N/A
2017,1,5,11,30,18.2,136,607,393,6.2,N/A
2017,1,5,12,30,16.2,77,0,77,4.7,N/A
2017,1,5,13,30,13.3,38,149,52,3.4000000000000004,N/A
2017,1,5,14,30,11.700000000000001,0,0,0,3.4000000000000004,N/A
2017,1,5,15,30,11,0,0,0,3.8000000000000003,N/A
2017,1,5,16,30,10.3,0,0,0,4.1000000000000005,N/A
2017,1,5,17,30,9.600000000000001,0,0,0,4.4,N/A
2017,1,5,18,30,8.700000000000001,0,0,0,4.6000000000000005,N/A
2017,1,5,19,30,8,0,0,0,4.800000000000001,N/A
2017,1,5,20,30,7.4,0,0,0,4.9,N/A
2017,1,5,21,30,7,0,0,0,4.9,N/A
2017,1,5,22,30,6.7,0,0,0,4.800000000000001,N/A
2017,1,5,23,30,6.6000000000000005,0,0,0,4.7,N/A
2017,1,6,0,30,6.300000000000001,0,0,0,4.3,N/A
2017,1,6,1,30,6.300000000000001,0,0,0,4,N/A
2017,1,6,2,30,6.2,0,0,0,3.8000000000000003,N/A
2017,1,6,3,30,6.4,0,0,0,4.1000000000000005,N/A
2017,1,6,4,30,7.4,20,0,20,4.6000000000000005,N/A
2017,1,6,5,30,9.5,67,0,67,4.800000000000001,N/A
2017,1,6,6,30,12.5,156,442,354,5.1000000000000005,N/A
2017,1,6,7,30,15.4,214,407,437,5.2,N/A
2017,1,6,8,30,17.7,254,348,462,5.2,N/A
2017,1,6,9,30,19.200000000000003,223,462,497,5,N/A
2017,1,6,10,30,19.8,199,442,435,4.7,N/A
2017,1,6,11,30,19.400000000000002,167,329,307,3.9000000000000004,N/A
2017,1,6,12,30,16.7,78,612,247,2.5,N/A
2017,1,6,13,30,13.200000000000001,35,294,63,1.7000000000000002,N/A
2017,1,6,14,30,11.5,0,0,0,1.7000000000000002,N/A
2017,1,6,15,30,10.600000000000001,0,0,0,1.8,N/A
2017,1,6,16,30,9.8,0,0,0,1.9000000000000001,N/A
2017,1,6,17,30,9,0,0,0,2,N/A
2017,1,6,18,30,8.4,0,0,0,2.1,N/A
2017,1,6,19,30,7.800000000000001,0,0,0,2.2,N/A
2017,1,6,20,30,7,0,0,0,2.2,N/A
2017,1,6,21,30,6.2,0,0,0,2.2,N/A
2017,1,6,22,30,5.5,0,0,0,2.1,N/A
2017,1,6,23,30,5.2,0,0,0,2,N/A
2017,1,7,0,30,4.6000000000000005,0,0,0,1.6,N/A
2017,1,7,1,30,4.5,0,0,0,1.4000000000000001,N/A
2017,1,7,2,30,4.5,0,0,0,1.2000000000000002,N/A
2017,1,7,3,30,5.4,0,0,0,1.3,N/A
2017,1,7,4,30,7.4,53,244,84,1.8,N/A
2017,1,7,5,30,10,104,516,261,2,N/A
2017,1,7,6,30,13.9,137,639,424,1.8,N/A
2017,1,7,7,30,17.400000000000002,162,686,538,1.8,N/A
2017,1,7,8,30,19.1,182,683,591,1.6,N/A
2017,1,7,9,30,19.900000000000002,171,698,586,1.2000000000000002,N/A
2017,1,7,10,30,20.200000000000003,173,623,507,1,N/A
2017,1,7,11,30,19.900000000000002,158,506,376,1,N/A
2017,1,7,12,30,18.400000000000002,117,330,209,0.9,N/A
2017,1,7,13,30,16.7,29,0,29,0.9,N/A
2017,1,7,14,30,15.9,0,0,0,0.8,N/A
2017,1,7,15,30,15.5,0,0,0,0.6000000000000001,N/A
2017,1,7,16,30,15,0,0,0,0.5,N/A
2017,1,7,17,30,14.4,0,0,0,0.5,N/A
2017,1,7,18,30,13.8,0,0,0,0.6000000000000001,N/A
2017,1,7,19,30,13.100000000000001,0,0,0,0.7000000000000001,N/A
2017,1,7,20,30,12.4,0,0,0,0.8,N/A
2017,1,7,21,30,11.600000000000001,0,0,0,0.8,N/A
2017,1,7,22,30,10.9,0,0,0,0.8,N/A
2017,1,7,23,30,10.5,0,0,0,0.8,N/A
2017,1,8,0,30,9.8,0,0,0,0.8,N/A
2017,1,8,1,30,9.3,0,0,0,0.9,N/A
2017,1,8,2,30,8.700000000000001,0,0,0,1.1,N/A
2017,1,8,3,30,8.700000000000001,0,0,0,1.1,N/A
2017,1,8,4,30,10.5,50,211,77,1.5,N/A
2017,1,8,5,30,13.200000000000001,102,507,257,1.6,N/A
2017,1,8,6,30,16.7,131,660,427,0.9,N/A
2017,1,8,7,30,20.400000000000002,146,736,551,0.8,N/A
2017,1,8,8,30,22.400000000000002,155,762,612,1,N/A
2017,1,8,9,30,23,151,773,612,1,N/A
2017,1,8,10,30,23,148,717,534,0.8,N/A
2017,1,8,11,30,22.5,132,623,401,0.6000000000000001,N/A
2017,1,8,12,30,21,99,462,230,0.6000000000000001,N/A
2017,1,8,13,30,19.1,39,161,55,0.7000000000000001,N/A
2017,1,8,14,30,17.6,0,0,0,0.9,N/A
2017,1,8,15,30,16.3,0,0,0,1.2000000000000002,N/A
2017,1,8,16,30,15,0,0,0,1.3,N/A
2017,1,8,17,30,13.8,0,0,0,1.4000000000000001,N/A
2017,1,8,18,30,12.9,0,0,0,1.4000000000000001,N/A
2017,1,8,19,30,12.3,0,0,0,1.4000000000000001,N/A
2017,1,8,20,30,12,0,0,0,1.4000000000000001,N/A
2017,1,8,21,30,11.700000000000001,0,0,0,1.3,N/A
2017,1,8,22,30,11.200000000000001,0,0,0,1.2000000000000002,N/A
2017,1,8,23,30,11,0,0,0,1.1,N/A
2017,1,9,0,30,10.4,0,0,0,1,N/A
2017,1,9,1,30,10.100000000000001,0,0,0,0.9,N/A
2017,1,9,2,30,9.8,0,0,0,0.7000000000000001,N/A
2017,1,9,3,30,9.9,0,0,0,0.6000000000000001,N/A
2017,1,9,4,30,11.200000000000001,56,168,77,0.7000000000000001,N/A
2017,1,9,5,30,13.5,119,436,252,1,N/A
2017,1,9,6,30,16.900000000000002,157,572,415,2,N/A
2017,1,9,7,30,20.3,183,631,530,3.3000000000000003,N/A
2017,1,9,8,30,22.400000000000002,201,642,587,4,N/A
2017,1,9,9,30,23.6,202,631,579,4.3,N/A
2017,1,9,10,30,24,194,577,506,4.4,N/A
2017,1,9,11,30,23.400000000000002,174,473,379,4,N/A
2017,1,9,12,30,21,127,303,214,2.7,N/A
2017,1,9,13,30,18,44,57,50,1.7000000000000002,N/A
2017,1,9,14,30,16.2,0,0,0,1.5,N/A
2017,1,9,15,30,15.4,0,0,0,1.2000000000000002,N/A
2017,1,9,16,30,14.9,0,0,0,0.8,N/A
2017,1,9,17,30,14.5,0,0,0,0.7000000000000001,N/A
2017,1,9,18,30,13.8,0,0,0,1.1,N/A
2017,1,9,19,30,12.700000000000001,0,0,0,1.6,N/A
2017,1,9,20,30,11.700000000000001,0,0,0,2,N/A
2017,1,9,21,30,10.9,0,0,0,2.4000000000000004,N/A
2017,1,9,22,30,10,0,0,0,2.6,N/A
2017,1,9,23,30,9.600000000000001,0,0,0,2.7,N/A
2017,1,10,0,30,8.3,0,0,0,3,N/A
2017,1,10,1,30,7.6000000000000005,0,0,0,3.1,N/A
2017,1,10,2,30,6.9,0,0,0,3.3000000000000003,N/A
2017,1,10,3,30,7,0,0,0,4,N/A
2017,1,10,4,30,8.5,58,142,76,4.5,N/A
2017,1,10,5,30,11.200000000000001,127,419,256,4.3,N/A
2017,1,10,6,30,15.3,170,555,421,4.6000000000000005,N/A
2017,1,10,7,30,18.8,185,649,544,5,N/A
2017,1,10,8,30,20.400000000000002,190,696,609,4.800000000000001,N/A
2017,1,10,9,30,20.900000000000002,152,787,625,4.5,N/A
2017,1,10,10,30,21,142,757,553,4.3,N/A
2017,1,10,11,30,20.5,152,437,343,3.8000000000000003,N/A
2017,1,10,12,30,18.1,115,68,134,2.6,N/A
2017,1,10,13,30,14.700000000000001,33,0,33,1.7000000000000002,N/A
2017,1,10,14,30,12.8,0,0,0,1.7000000000000002,N/A
2017,1,10,15,30,11.9,0,0,0,1.9000000000000001,N/A
2017,1,10,16,30,11.100000000000001,0,0,0,2.1,N/A
2017,1,10,17,30,10.5,0,0,0,2.3000000000000003,N/A
2017,1,10,18,30,10.200000000000001,0,0,0,2.7,N/A
2017,1,10,19,30,10,0,0,0,2.9000000000000004,N/A
2017,1,10,20,30,9.5,0,0,0,3,N/A
2017,1,10,21,30,9.3,0,0,0,3.1,N/A
2017,1,10,22,30,9.4,0,0,0,3.1,N/A
2017,1,10,23,30,9.3,0,0,0,3.2,N/A
2017,1,11,0,30,9,0,0,0,2.7,N/A
2017,1,11,1,30,8.5,0,0,0,2.4000000000000004,N/A
2017,1,11,2,30,7.9,0,0,0,2.6,N/A
2017,1,11,3,30,8.200000000000001,0,0,0,3.6,N/A
2017,1,11,4,30,9.8,13,0,13,4.4,N/A
2017,1,11,5,30,12.200000000000001,113,13,117,4.3,N/A
2017,1,11,6,30,15.3,209,417,398,4.4,N/A
2017,1,11,7,30,18.1,255,180,354,4.5,N/A
2017,1,11,8,30,19.700000000000003,236,440,502,4.4,N/A
2017,1,11,9,30,20.8,245,403,487,4.3,N/A
2017,1,11,10,30,21.3,197,472,455,4.3,N/A
2017,1,11,11,30,21.1,191,186,273,4,N/A
2017,1,11,12,30,19,107,430,232,2.7,N/A
2017,1,11,13,30,15.9,44,147,61,1.9000000000000001,N/A
2017,1,11,14,30,14.100000000000001,0,0,0,2.1,N/A
2017,1,11,15,30,13.4,0,0,0,2.5,N/A
2017,1,11,16,30,12.8,0,0,0,3,N/A
2017,1,11,17,30,12,0,0,0,3.4000000000000004,N/A
2017,1,11,18,30,11.3,0,0,0,3.7,N/A
2017,1,11,19,30,10.8,0,0,0,4,N/A
2017,1,11,20,30,10.200000000000001,0,0,0,4,N/A
2017,1,11,21,30,9.5,0,0,0,3.9000000000000004,N/A
2017,1,11,22,30,9,0,0,0,4,N/A
2017,1,11,23,30,8.9,0,0,0,4.2,N/A
2017,1,12,0,30,8.200000000000001,0,0,0,4.2,N/A
2017,1,12,1,30,7.9,0,0,0,4.3,N/A
2017,1,12,2,30,7.5,0,0,0,4.2,N/A
2017,1,12,3,30,7.6000000000000005,0,0,0,4.6000000000000005,N/A
2017,1,12,4,30,8.9,51,312,91,5.2,N/A
2017,1,12,5,30,11.9,89,631,284,5.300000000000001,N/A
2017,1,12,6,30,15.8,101,803,465,6.2,N/A
2017,1,12,7,30,18.8,120,844,589,7,N/A
2017,1,12,8,30,20.200000000000003,135,844,647,6.9,N/A
2017,1,12,9,30,20.8,140,828,641,6.9,N/A
2017,1,12,10,30,20.6,147,746,557,6.7,N/A
2017,1,12,11,30,19.8,155,438,349,6.300000000000001,N/A
2017,1,12,12,30,17.8,113,451,246,5,N/A
2017,1,12,13,30,14.700000000000001,38,3,39,3.6,N/A
2017,1,12,14,30,12.4,0,0,0,3.3000000000000003,N/A
2017,1,12,15,30,11.4,0,0,0,3.5,N/A
2017,1,12,16,30,10.700000000000001,0,0,0,3.6,N/A
2017,1,12,17,30,9.9,0,0,0,3.7,N/A
2017,1,12,18,30,9.1,0,0,0,3.7,N/A
2017,1,12,19,30,8.8,0,0,0,3.8000000000000003,N/A
2017,1,12,20,30,8.5,0,0,0,3.8000000000000003,N/A
2017,1,12,21,30,8,0,0,0,3.6,N/A
2017,1,12,22,30,7.5,0,0,0,3.6,N/A
2017,1,12,23,30,7.300000000000001,0,0,0,3.6,N/A
2017,1,13,0,30,6.5,0,0,0,3.7,N/A
2017,1,13,1,30,5.800000000000001,0,0,0,3.7,N/A
2017,1,13,2,30,5.300000000000001,0,0,0,3.7,N/A
2017,1,13,3,30,5.7,0,0,0,4.4,N/A
2017,1,13,4,30,7.5,49,339,93,4.9,N/A
2017,1,13,5,30,10.8,87,637,284,5.1000000000000005,N/A
2017,1,13,6,30,14.4,109,767,457,6,N/A
2017,1,13,7,30,16.6,129,800,575,6.5,N/A
2017,1,13,8,30,17.6,148,794,632,6.5,N/A
2017,1,13,9,30,18.2,129,841,640,6.4,N/A
2017,1,13,10,30,18.3,141,757,559,6.300000000000001,N/A
2017,1,13,11,30,17.8,134,647,423,5.9,N/A
2017,1,13,12,30,16.1,98,533,256,4.5,N/A
2017,1,13,13,30,13.200000000000001,47,208,71,2.9000000000000004,N/A
2017,1,13,14,30,11.3,0,0,0,2.5,N/A
2017,1,13,15,30,10.4,0,0,0,2.3000000000000003,N/A
2017,1,13,16,30,9.600000000000001,0,0,0,2.1,N/A
2017,1,13,17,30,8.8,0,0,0,1.9000000000000001,N/A
2017,1,13,18,30,8.200000000000001,0,0,0,1.8,N/A
2017,1,13,19,30,7.6000000000000005,0,0,0,1.9000000000000001,N/A
2017,1,13,20,30,7.1000000000000005,0,0,0,2,N/A
2017,1,13,21,30,6.6000000000000005,0,0,0,2.3000000000000003,N/A
2017,1,13,22,30,6.300000000000001,0,0,0,2.6,N/A
2017,1,13,23,30,6.1000000000000005,0,0,0,2.8000000000000003,N/A
2017,1,14,0,30,5.4,0,0,0,3.2,N/A
2017,1,14,1,30,5,0,0,0,3.2,N/A
2017,1,14,2,30,4.5,0,0,0,3.3000000000000003,N/A
2017,1,14,3,30,4.9,0,0,0,4.1000000000000005,N/A
2017,1,14,4,30,6.7,54,249,86,4.7,N/A
2017,1,14,5,30,10.100000000000001,99,559,272,5,N/A
2017,1,14,6,30,13.700000000000001,128,690,443,5.800000000000001,N/A
2017,1,14,7,30,15.9,236,336,424,6.2,N/A
2017,1,14,8,30,16.900000000000002,173,730,620,6.1000000000000005,N/A
2017,1,14,9,30,17.400000000000002,277,275,445,6,N/A
2017,1,14,10,30,17.5,157,708,550,5.7,N/A
2017,1,14,11,30,17,146,603,417,5.1000000000000005,N/A
2017,1,14,12,30,15.100000000000001,109,462,247,3.3000000000000003,N/A
2017,1,14,13,30,12.200000000000001,47,197,71,2,N/A
2017,1,14,14,30,10.4,0,0,0,2,N/A
2017,1,14,15,30,9.8,0,0,0,2.2,N/A
2017,1,14,16,30,9.5,0,0,0,2.3000000000000003,N/A
2017,1,14,17,30,9.1,0,0,0,2.3000000000000003,N/A
2017,1,14,18,30,8.5,0,0,0,2.1,N/A
2017,1,14,19,30,8.200000000000001,0,0,0,1.9000000000000001,N/A
2017,1,14,20,30,7.800000000000001,0,0,0,1.9000000000000001,N/A
2017,1,14,21,30,7.1000000000000005,0,0,0,1.8,N/A
2017,1,14,22,30,6.5,0,0,0,1.6,N/A
2017,1,14,23,30,6.300000000000001,0,0,0,1.5,N/A
2017,1,15,0,30,6.4,0,0,0,1.4000000000000001,N/A
2017,1,15,1,30,6.2,0,0,0,1.4000000000000001,N/A
2017,1,15,2,30,5.800000000000001,0,0,0,1.5,N/A
2017,1,15,3,30,6.7,0,0,0,1.5,N/A
2017,1,15,4,30,9.1,50,308,90,1.8,N/A
2017,1,15,5,30,12,97,567,274,1.9000000000000001,N/A
2017,1,15,6,30,15,188,47,210,1.3,N/A
2017,1,15,7,30,17,178,668,553,0.9,N/A
2017,1,15,8,30,17.7,220,626,604,0.8,N/A
2017,1,15,9,30,18.2,285,237,430,1.1,N/A
2017,1,15,10,30,18.5,258,171,353,1.5,N/A
2017,1,15,11,30,18.3,187,465,397,1.2000000000000002,N/A
2017,1,15,12,30,17.2,15,0,15,0.9,N/A
2017,1,15,13,30,15.4,7,0,7,1,N/A
2017,1,15,14,30,14.3,0,0,0,1.2000000000000002,N/A
2017,1,15,15,30,13.8,0,0,0,1.1,N/A
2017,1,15,16,30,13.3,0,0,0,0.9,N/A
2017,1,15,17,30,12.9,0,0,0,2,N/A
2017,1,15,18,30,12.200000000000001,0,0,0,3.4000000000000004,N/A
2017,1,15,19,30,10.9,0,0,0,3.9000000000000004,N/A
2017,1,15,20,30,9.8,0,0,0,3.5,N/A
2017,1,15,21,30,8.8,0,0,0,2.9000000000000004,N/A
2017,1,15,22,30,8,0,0,0,2.3000000000000003,N/A
2017,1,15,23,30,7.7,0,0,0,2.1,N/A
2017,1,16,0,30,7.1000000000000005,0,0,0,1.6,N/A
2017,1,16,1,30,6.9,0,0,0,1.6,N/A
2017,1,16,2,30,6.6000000000000005,0,0,0,1.7000000000000002,N/A
2017,1,16,3,30,7.4,0,0,0,2.6,N/A
2017,1,16,4,30,9.600000000000001,57,140,76,3.6,N/A
2017,1,16,5,30,12.600000000000001,121,428,255,3.9000000000000004,N/A
2017,1,16,6,30,15.600000000000001,154,588,424,4,N/A
2017,1,16,7,30,17.5,171,667,547,4,N/A
2017,1,16,8,30,18.8,181,695,610,4,N/A
2017,1,16,9,30,19.5,162,737,616,4,N/A
2017,1,16,10,30,19.6,159,686,543,4.2,N/A
2017,1,16,11,30,19.200000000000003,143,597,415,4.3,N/A
2017,1,16,12,30,17.400000000000002,108,456,247,3.4000000000000004,N/A
2017,1,16,13,30,14.700000000000001,48,197,73,2.5,N/A
2017,1,16,14,30,13.100000000000001,0,0,0,2.6,N/A
2017,1,16,15,30,12.5,0,0,0,3.1,N/A
2017,1,16,16,30,12.100000000000001,0,0,0,3.4000000000000004,N/A
2017,1,16,17,30,11.4,0,0,0,3.4000000000000004,N/A
2017,1,16,18,30,10.3,0,0,0,3.5,N/A
2017,1,16,19,30,9.4,0,0,0,3.8000000000000003,N/A
2017,1,16,20,30,8.700000000000001,0,0,0,4,N/A
2017,1,16,21,30,8.1,0,0,0,4,N/A
2017,1,16,22,30,7.6000000000000005,0,0,0,3.8000000000000003,N/A
2017,1,16,23,30,7.4,0,0,0,3.8000000000000003,N/A
2017,1,17,0,30,7.300000000000001,0,0,0,3.5,N/A
2017,1,17,1,30,7,0,0,0,3.2,N/A
2017,1,17,2,30,6.4,0,0,0,3.1,N/A
2017,1,17,3,30,6.6000000000000005,0,0,0,3.8000000000000003,N/A
2017,1,17,4,30,8.200000000000001,44,260,79,4.3,N/A
2017,1,17,5,30,10.700000000000001,101,414,231,4.6000000000000005,N/A
2017,1,17,6,30,13.600000000000001,145,519,385,5.4,N/A
2017,1,17,7,30,15.600000000000001,171,579,498,5.800000000000001,N/A
2017,1,17,8,30,16.900000000000002,195,576,551,5.7,N/A
2017,1,17,9,30,17.5,208,539,541,5.4,N/A
2017,1,17,10,30,17.6,227,386,445,5.2,N/A
2017,1,17,11,30,17.1,202,154,272,4.800000000000001,N/A
2017,1,17,12,30,15.700000000000001,122,50,137,3.5,N/A
2017,1,17,13,30,13.600000000000001,46,93,58,2.2,N/A
2017,1,17,14,30,11.8,0,0,0,2.2,N/A
2017,1,17,15,30,10.700000000000001,0,0,0,2.3000000000000003,N/A
2017,1,17,16,30,9.9,0,0,0,2.4000000000000004,N/A
